"BarrierType","lat","lon","Name","SARPID","Source","SourceID","Snapped","NHDPlusID","River","StreamSizeClass","FlowsToOcean","FlowsToGreatLakes","NIDID","NIDFederalID","PartnerID","Estimated","AnnualVelocity","AnnualFlow","TotDASqKm","YearCompleted","FERCRegulated","StateRegulated","NRCSDam","FedRegulatoryAgency","WaterRight","IsPriority","Height","Length","Width","Hazard","Construction","Purpose","Passability","FishScreen","ScreenType","Feasibility","Recon","Diversion","LowheadDam","StorageVolume","WaterbodyAcres","Fatality","Removed","YearRemoved","Condition","PassageFacility","TESpp","StateSGCNSpp","RegionalSGCNSpp","Trout","OwnerType","BarrierOwnerType","ProtectedLand","SourceLink","EJTract","EJTribal","NativeTerritories","WildScenicRiver","FishHabitatPartnership","Basin","Subbasin","Subwatershed","HUC2","HUC6","HUC8","HUC10","HUC12","State","County","CongressionalDistrict","Excluded","Invasive","OnLoop","HasNetwork","Ranked","Intermittent","Canal","StreamOrder","Landcover","SizeClasses","PerennialSizeClasses","MainstemSizeClasses","TotalUpstreamMiles","PerennialUpstreamMiles","IntermittentUpstreamMiles","AlteredUpstreamMiles","UnalteredUpstreamMiles","PercentUnaltered","PerennialUnalteredUpstreamMiles","PercentPerennialUnaltered","ResilientUpstreamMiles","PercentResilient","UpstreamDrainageAcres","UpstreamUnalteredWaterbodyAcres","UpstreamUnalteredWetlandAcres","TotalDownstreamMiles","FreeDownstreamMiles","FreePerennialDownstreamMiles","FreeIntermittentDownstreamMiles","FreeAlteredDownstreamMiles","FreeUnalteredDownstreamMiles","FreeResilientDownstreamMiles","GainMiles","PerennialGainMiles","TotalNetworkMiles","TotalPerennialNetworkMiles","TotalUpstreamMainstemMiles","PerennialUpstreamMainstemMiles","IntermittentUpstreamMainstemMiles","AlteredUpstreamMainstemMiles","UnalteredUpstreamMainstemMiles","PerennialUnalteredUpstreamMainstemMiles","PercentMainstemUnaltered","FreeLinearDownstreamMiles","FreePerennialLinearDownstreamMiles","FreeIntermittentLinearDownstreamMiles","FreeAlteredLinearDownstreamMiles","FreeUnalteredLinearDownstreamMiles","MainstemGainMiles","PerennialMainstemGainMiles","TotalMainstemNetworkMiles","TotalMainstemPerennialNetworkMiles","UpstreamWaterfalls","UpstreamDams","UpstreamSmallBarriers","UpstreamRoadCrossings","UpstreamHeadwaters","TotalUpstreamRoadCrossings","TotalDownstreamWaterfalls","TotalDownstreamDams","TotalDownstreamSmallBarriers","MilesToOutlet","InvasiveNetwork","YellowstoneCutthroatTroutHabitatUpstreamMiles","FreeYellowstoneCutthroatTroutHabitatDownstreamMiles","URL","CrossingCode","NearestCrossingID","NearestUSGSCrossingID","Road","RoadType","CrossingType","Constriction","PotentialProject","BarrierSeverity","SARP_Score","ProtocolUsed"
"Dam",42.797394,-110.9932,"Water diversion","WY91625","Colorado Three Species Barriers 2021","bar0504",true,55001200077156,"Stump Creek","2","yes","no","","","","no",1.2836797,83.08607,270.3339,0,"Unknown","Unknown","No","","Unknown","not identified as a priority by resource managers",0,0,0,"Unknown","Unknown","Agriculture","Partial passability","Unknown","Unknown","Not assessed","Not yet evaluated","Yes","Unknown",,-1,0,"no",0,"Unknown","Unknown or none",0,0,0,"cutthroat trout","","Unknown","no","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Salt","Lower Stump Creek","17","170401","17040105","1704010502","170401050203","Wyoming","Lincoln","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",5,95,3,2,0,207.642,104.995,102.646,1.544,206.098,99,103.452,99,133.319,64,85961.98,20.00778,1443.9171,149.146,149.146,84.949,64.197,3.74,145.406,13.107,149.146,84.949,356.787,189.944,5.272,5.272,0,0.737,4.535,4.535,86,12.604,12.604,0,0,12.604,5.272,5.272,17.876,17.876,1,2,1,101,133,119,3,40,0,1307.8292,"no",81.556,21.986,"https://aquaticbarriers.org/report/combined_barriers/WY91625","","","","","Not applicable (dam)","Not applicable (dam)","Not applicable (dam)","","Not applicable (dam)",-1,""
"Dam",42.971127,-111.0275,"Freedom Canal","WY91674","Wyoming GFD 2020","19",true,55001200061031,"Salt River","3a","yes","no","","","","no",1.3404593,11.469539,1605.0508,0,"Unknown","Unknown","No","","Unknown","not identified as a priority by resource managers",0,0,0,"Unknown","Unknown","Agriculture","Unknown","Unknown","Unknown","Not assessed","Not yet evaluated","Yes","Unknown",,-1,0,"no",0,"Unknown","Unknown or none",0,0,0,"cutthroat trout","","Unknown","no","","no","no","Cayuse, Umatilla and Walla Walla, Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Salt","Miller Creek-Salt River","17","170401","17040105","1704010503","170401050306","Wyoming","Lincoln","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",3,70,1,1,1,0.031,0.031,0,0,0.031,100,0.031,100,0,0,14.801587,0,7.1155477,52.758,52.758,31.006,21.752,1.329,51.429,0,0.031,0.031,52.789,31.037,0.031,0.031,0,0,0.031,0.031,100,2.629,2.629,0,0,2.629,0.031,0.031,2.66,2.66,0,1,0,0,0,19,3,38,0,1286.2953,"no",0,8.209,"https://aquaticbarriers.org/report/combined_barriers/WY91674","","","","","Not applicable (dam)","Not applicable (dam)","Not applicable (dam)","","Not applicable (dam)",-1,""
"Dam",42.729523,-110.91773,"Halling Ditch","WY91675","Wyoming GFD 2020","20",true,55001200077426,"Swift Creek","2","yes","no","","","","no",1.5160022,44.664494,106.0206,0,"Unknown","Unknown","No","","Unknown","not identified as a priority by resource managers",0,0,0,"Unknown","Unknown","Agriculture","Unknown","Unknown","Unknown","Not assessed","Not yet evaluated","Yes","Unknown",,-1,0,"no",0,"Unknown","Unknown or none",0,0,0,"cutthroat trout","","Unknown","no","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Salt","Swift Creek","17","170401","17040105","1704010501","170401050104","Wyoming","Lincoln","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",4,93,2,1,1,18.692,5.103,13.589,4.595,14.097,75,0.508,10,0,0,10395.436,0,0,471.544,470.85,192.585,278.265,7.633,463.216,270.157,18.692,5.103,489.542,197.688,0.508,0.508,0,0,0.508,0.508,100,3.832,3.832,0,0,3.832,0.508,0.508,4.34,4.34,0,3,0,21,13,87,3,42,0,1319.3286,"no",0,119.524,"https://aquaticbarriers.org/report/combined_barriers/WY91675","","","","","Not applicable (dam)","Not applicable (dam)","Not applicable (dam)","","Not applicable (dam)",-1,""
"Dam",43.556667,-110.630424,"Lost Springs","WY91683","Wyoming GFD 2020","37",true,55001200078563,"Flat Creek Or Little Gros Ventre","2","yes","no","","","","no",1.5077996,71.85814,100.9525,0,"Unknown","Unknown","No","","Yes","not identified as a priority by resource managers",0,0,0,"Unknown","Unknown","Agriculture","Unknown","Unknown","Unknown","Not assessed","Not yet evaluated","Yes","Unknown",,-1,0,"no",0,"Unknown","Unknown or none",1,1,0,"cutthroat trout","US Fish and Wildlife Service land","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock, Tséstho’e (Cheyenne)","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Greys-Hoback","Upper Flat Creek","17","170401","17040103","1704010301","170401030101","Wyoming","Teton","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",3,99,2,2,1,20.192,6.153,14.04,0,20.192,100,6.153,100,20.192,100,8862.891,3.4803772,13.88067,5181.774,5110.624,2424.974,2685.651,87.4,5023.224,4041.682,20.192,6.153,5130.817,2431.126,5.6,5.557,0.043,0,5.6,5.557,100,140,140,0,0.381,139.619,5.6,5.557,145.599,145.557,0,1,0,4,11,27,3,37,1,1323.0475,"no",0,332.707,"https://aquaticbarriers.org/report/combined_barriers/WY91683","","","","","Not applicable (dam)","Not applicable (dam)","Not applicable (dam)","","Not applicable (dam)",-1,""
"Dam",43.620132,-110.624565,"Sebastian","WY91718","Wyoming GFD 2020","96",true,55001200048496,"Gros Ventre River","3a","yes","no","","","","no",2.0456161,691.2199,1549.3872,0,"Unknown","Unknown","No","","Unknown","not identified as a priority by resource managers",0,0,0,"Unknown","Unknown","Agriculture","No barrier","Unknown","Unknown","Dam removed for conservation benefit","Removal unlikely; fish passage installed","Yes","Unknown",,-1,0,"yes",2013,"Unknown","Crossvane",0,1,0,"cutthroat trout","US Fish and Wildlife Service land","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock, Tséstho’e (Cheyenne)","Snake River Headwaters","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Gros Ventre","Bierer Creek-Gros Ventre River","17","170401","17040102","1704010203","170401020305","Wyoming","Teton","WY00","no","no","no","yes","no","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",6,99,1,2,1,5.414,3.552,1.862,0,5.414,100,3.552,100,5.414,100,2504.6313,0,12.360992,4972.3,4901.15,2312.755,2588.396,87.4,4813.75,3832.208,5.414,3.552,4906.564,2316.307,3.51,3.51,0,0,3.51,3.51,100,144.187,144.187,0,0.381,143.806,3.51,3.51,147.696,147.696,-1,-1,-1,-1,-1,-1,-1,-1,-1,1327.2341,"no",0,320.721,"https://aquaticbarriers.org/report/combined_barriers/WY91718","","","","","Not applicable (dam)","Not applicable (dam)","Not applicable (dam)","","Not applicable (dam)",-1,""
"Dam",42.971226,-111.02691,"Baker & Heap Canal","WY91918","Wyoming GFD 2020","13",true,55001200077091,"Salt River","1b","yes","no","","","","no",0.9432792,11.468522,72.6102,0,"Unknown","Unknown","No","","Unknown","not identified as a priority by resource managers",0,0,0,"Unknown","Unknown","Agriculture","Unknown","Unknown","Unknown","Not assessed","Not yet evaluated","Yes","Unknown",,-1,0,"no",0,"Unknown","Unknown or none",0,0,0,"cutthroat trout","","Unknown","no","","no","no","Cayuse, Umatilla and Walla Walla, Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Salt","Miller Creek-Salt River","17","170401","17040105","1704010503","170401050306","Wyoming","Lincoln","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",3,41,1,1,0,10.526,3.344,7.181,3.21,7.316,70,0.135,4,0,0,8096.2715,0,167.34387,0.031,0.031,0.031,0,0,0.031,0,0.031,0.031,10.557,3.376,2.521,2.139,0.381,2.005,0.516,0.135,20,0.031,0.031,0,0,0.031,0.031,0.031,2.552,2.171,0,0,1,11,5,19,3,39,0,1286.3265,"no",2.855,0,"https://aquaticbarriers.org/report/combined_barriers/WY91918","","","","","Not applicable (dam)","Not applicable (dam)","Not applicable (dam)","","Not applicable (dam)",-1,""
"Dam",43.70842,-110.78537,"Water diversion","WY92300","Wyoming GFD 2020","610",true,55001200093894,"Taggart Creek","1a","yes","no","","","","no",0.9510791,0.836536,0.64579993,0,"Unknown","Unknown","No","","Unknown","not identified as a priority by resource managers",0,0,0,"Unknown","Unknown","Agriculture","Complete barrier","Unknown","Unknown","Not assessed","Not yet evaluated","Yes","Unknown",,-1,0,"no",0,"Unknown","Unknown or none",0,1,0,"cutthroat trout","National Park Service","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock, Tséstho’e (Cheyenne)","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Snake Headwaters","Cottonwood Creek","17","170401","17040101","1704010106","170401010607","Wyoming","Teton","WY00","no","no","no","yes","yes","stream is likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",1,100,0,0,0,0.39,0,0.39,0,0.39,100,0,0,0.39,100,159.58038,0,0,5.786,5.093,4.746,0.347,0,5.093,5.093,0.39,0,5.483,4.746,0,0,0,0,0,0,0,2.689,2.342,0.347,0,2.689,-1,-1,-1,-1,0,0,0,0,1,0,3,37,1,1332.7604,"no",0,0,"https://aquaticbarriers.org/report/combined_barriers/WY92300","","","","","Not applicable (dam)","Not applicable (dam)","Not applicable (dam)","","Not applicable (dam)",-1,""
"Dam",42.725365,-110.91107,"Lower Afton Dam","WY92421","Wyoming GFD 2020","807",true,55001200125385,"Swift Creek","1b","yes","no","","WY12080","","no",-1,38.303375,72.6374,0,"Yes","Unknown","No","Federal Energy Regulatory Commission","Yes","not identified as a priority by resource managers",40,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not assessed","Not yet evaluated","Yes","Unknown",,3.3253171,0,"no",0,"Unknown","Unknown or none",0,0,0,"cutthroat trout","USDA Forest Service (ownership boundary)","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Salt","Swift Creek","17","170401","17040105","1704010501","170401050104","Wyoming","Lincoln","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",4,98,1,0,0,10.473,2.14,8.332,0.13,10.343,99,2.011,94,0,0,3781.6948,0,4.40249,18.692,18.692,5.103,13.589,4.595,14.097,0,10.473,2.14,29.165,7.243,2.14,2.14,0,0.13,2.011,2.011,94,0.508,0.508,0,0,0.508,0.508,0.508,2.648,2.648,0,1,0,3,9,26,3,43,0,1319.8365,"no",0,0,"https://aquaticbarriers.org/report/combined_barriers/WY92421","","","","","Not applicable (dam)","Not applicable (dam)","Not applicable (dam)","","Not applicable (dam)",-1,""
"Dam",42.637794,-110.81718,"Cottonwood Lake Dam","WY92422","Wyoming GFD 2020","808",true,55001200013621,"Cottonwood Creek","1b","yes","no","","","","no",-1,15.585357,18.4638,0,"Unknown","Unknown","No","","Unknown","not identified as a priority by resource managers",11,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not assessed","Not yet evaluated","Unknown","Unknown",,31.13411,0,"no",0,"Unknown","Unknown or none",0,1,0,"cutthroat trout","USDA Forest Service (ownership boundary)","Unknown","yes","","no","no","Newe Sogobia (Eastern Shoshone), Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Salt","Cottonwood Creek","17","170401","17040105","1704010501","170401050102","Wyoming","Lincoln","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",3,100,1,1,0,9.576,4.965,4.612,0.528,9.048,94,4.454,90,0,0,3817.5745,0,5.243388,27.072,27.072,12.977,14.095,0,27.072,0,9.576,4.965,36.649,17.942,1.17,1.17,0,0.43,0.74,0.74,63,3.029,3.029,0,0,3.029,1.17,1.17,4.199,4.199,0,1,0,3,8,3,3,43,2,1334.8195,"no",0,0,"https://aquaticbarriers.org/report/combined_barriers/WY92422","","","","","Not applicable (dam)","Not applicable (dam)","Not applicable (dam)","","Not applicable (dam)",-1,""
"Dam",43.827774,-110.47302,"German Ditch","WY92819","Wyoming GFD 2020","1440",true,55001200110917,"Lava Creek","1a","yes","no","","","","no",0.5245222,0.10799,0.3499,0,"Unknown","Unknown","No","","Yes","not identified as a priority by resource managers",0,0,0,"Unknown","Cement","Agriculture","Complete barrier","No","Unknown","Likely feasible","Not yet evaluated","Yes","Unknown",,-1,0,"no",0,"Satisfactory","Unknown or none",0,1,0,"cutthroat trout","","Private","no","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock, Tséstho’e (Cheyenne)","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Snake Headwaters","Lava Creek","17","170401","17040101","1704010105","170401010509","Wyoming","Teton","WY00","no","no","no","yes","yes","stream is likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",1,100,0,0,0,0.41,0,0.41,0,0.41,100,0,0,0.41,100,86.462036,0,12.857572,5181.774,5110.624,2424.974,2685.651,87.4,5023.224,4041.682,0.41,0,5111.034,2424.974,0,0,0,0,0,0,0,167.082,166.982,0.1,0.381,166.702,-1,-1,-1,-1,0,0,0,0,1,0,3,37,0,1350.13,"no",0,332.707,"https://aquaticbarriers.org/report/combined_barriers/WY92819","","","","","Not applicable (dam)","Not applicable (dam)","Not applicable (dam)","","Not applicable (dam)",-1,""
"Dam",42.63243,-110.950035,"","WY92874","","",true,55001200013176,"Salt River","2","yes","no","","","","no",1.4285058,67.38183,161.5069,0,"Unknown","Unknown","No","","Unknown","not identified as a priority by resource managers",0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not assessed","Not yet evaluated","Unknown","Unknown",,-1,0,"no",0,"Unknown","Unknown or none",0,0,0,"cutthroat trout","","Unknown","no","","no","no","Newe Sogobia (Eastern Shoshone), Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Salt","Willow Creek-Salt River","17","170401","17040105","1704010501","170401050105","Wyoming","Lincoln","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",4,48,2,2,0,15.12,7.839,7.282,1.031,14.089,93,6.807,87,0,0,8227.113,0,2.6782362,471.544,470.85,192.585,278.265,7.633,463.216,270.157,15.12,7.839,485.97,200.424,3.169,3.169,0,0,3.169,3.169,100,11.134,11.134,0,0,11.134,3.169,3.169,14.303,14.303,0,3,0,19,8,82,3,42,0,1326.63,"no",0,119.524,"https://aquaticbarriers.org/report/combined_barriers/WY92874","","","","","Not applicable (dam)","Not applicable (dam)","Not applicable (dam)","","Not applicable (dam)",-1,""
"Dam",43.36045,-110.73807,"Water diversion","WY92917","YCT Barrier Database 2008","17040103br082",true,55001200062074,"","1a","yes","no","","","","no",0.9816316,1.176593,4.3956,0,"Unknown","Unknown","No","","Unknown","not identified as a priority by resource managers",0,0,0,"Unknown","Unknown","Agriculture","Complete barrier","Unknown","Unknown","Not assessed","Not yet evaluated","Yes","Unknown",,-1,0,"no",0,"Unknown","Unknown or none",0,1,0,"cutthroat trout","USDA Forest Service (ownership boundary)","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock, Tséstho’e (Cheyenne)","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Greys-Hoback","Porcupine Creek-Snake River","17","170401","17040103","1704010305","170401030507","Wyoming","Teton","WY00","no","no","no","yes","yes","stream is likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,98,0,0,0,4.015,0,4.015,0,4.015,100,0,0,4.015,100,1086.1747,0,0,5181.774,5110.624,2424.974,2685.651,87.4,5023.224,4041.682,4.015,0,5114.639,2424.974,0.686,0,0.686,0,0.686,0,100,113.632,113.048,0.585,0.381,113.252,0.686,0,114.318,113.048,0,0,0,0,3,0,3,37,0,1296.6799,"no",0,332.707,"https://aquaticbarriers.org/report/combined_barriers/WY92917","","","","","Not applicable (dam)","Not applicable (dam)","Not applicable (dam)","","Not applicable (dam)",-1,""
"Dam",43.242405,-110.45135,"Water diversion","WY92918","YCT Barrier Database 2008","17040103br081",true,55001200095074,"Garden Creek","3a","yes","no","","","","no",0.76821434,1.027096,674.2439,0,"Unknown","Unknown","No","","Unknown","not identified as a priority by resource managers",0,0,0,"Unknown","Unknown","Agriculture","Complete barrier","Unknown","Unknown","Not assessed","Not yet evaluated","Yes","Unknown",,-1,0,"no",0,"Unknown","Unknown or none",0,1,0,"cutthroat trout","","Unknown","no","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock, Tséstho’e (Cheyenne)","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Greys-Hoback","Poison Creek-Hoback River","17","170401","17040103","1704010303","170401030307","Wyoming","Sublette","WY00","no","no","no","yes","yes","stream is likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,99,1,0,1,4.119,0,4.119,0,4.119,100,0,0,4.119,100,1399.924,0,0,2.527,2.527,0,2.527,0,2.527,2.527,2.527,0,6.646,0,1.774,0,1.774,0,1.774,0,100,0.044,0,0.044,0,0.044,0.044,0,1.819,0,0,0,0,1,4,1,3,37,1,1312.2169,"no",0,0,"https://aquaticbarriers.org/report/combined_barriers/WY92918","","","","","Not applicable (dam)","Not applicable (dam)","Not applicable (dam)","","Not applicable (dam)",-1,""
"Dam",43.36709,-110.7491,"Water diversion","WY92919","YCT Barrier Database 2008","17040103br078",true,55001200030070,"","1a","yes","no","","","","no",0.9447838,1.025572,3.4093,0,"Unknown","Unknown","No","","Unknown","not identified as a priority by resource managers",0,0,0,"Unknown","Unknown","Agriculture","Complete barrier","Unknown","Unknown","Not assessed","Not yet evaluated","Yes","Unknown",,-1,0,"no",0,"Unknown","Unknown or none",0,1,0,"cutthroat trout","","Unknown","no","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock, Tséstho’e (Cheyenne)","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Greys-Hoback","Porcupine Creek-Snake River","17","170401","17040103","1704010305","170401030507","Wyoming","Teton","WY00","no","no","no","yes","yes","stream is likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,98,0,0,0,2.829,0,2.829,0,2.829,100,0,0,2.829,100,842.455,0,0,5181.774,5110.624,2424.974,2685.651,87.4,5023.224,4041.682,2.829,0,5113.454,2424.974,0.639,0,0.639,0,0.639,0,100,114.075,113.42,0.655,0.381,113.695,0.639,0,114.715,113.42,0,0,0,0,2,0,3,37,0,1297.123,"no",0,332.707,"https://aquaticbarriers.org/report/combined_barriers/WY92919","","","","","Not applicable (dam)","Not applicable (dam)","Not applicable (dam)","","Not applicable (dam)",-1,""
"Dam",43.345722,-110.696396,"Water diversion","WY92921","YCT Barrier Database 2008","17040103br055",true,55001200030296,"Horse Creek","1b","yes","no","","","","no",1.2867723,44.43422,94.4297,0,"Unknown","Unknown","No","","Unknown","not identified as a priority by resource managers",0,0,0,"Unknown","Unknown","Agriculture","Complete barrier","Unknown","Unknown","Not assessed","Not yet evaluated","Yes","Unknown",,-1,0,"no",0,"Unknown","Unknown or none",0,2,0,"cutthroat trout","","Unknown","no","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock, Tséstho’e (Cheyenne)","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Greys-Hoback","Horse Creek","17","170401","17040103","1704010305","170401030505","Wyoming","Teton","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",4,93,1,1,0,2.562,1.403,1.16,0,2.562,100,1.403,100,2.562,100,1369.6042,1.2969735,0,5181.774,5110.624,2424.974,2685.651,87.4,5023.224,4041.682,2.562,1.403,5113.187,2426.376,1.298,1.298,0,0,1.298,1.298,100,112.732,112.732,0,0.381,112.351,1.298,1.298,114.03,114.03,0,0,2,2,2,3,3,38,0,1295.7795,"no",0,332.707,"https://aquaticbarriers.org/report/combined_barriers/WY92921","","","","","Not applicable (dam)","Not applicable (dam)","Not applicable (dam)","","Not applicable (dam)",-1,""
"Dam",42.60566,-110.91793,"Water diversion","WY92922","YCT Barrier Database 2008","17040105br070",true,55001200077423,"Salt River","2","yes","no","","","","no",1.3637958,53.15686,116.5916,0,"Unknown","Unknown","No","","Unknown","not identified as a priority by resource managers",0,0,0,"Unknown","Unknown","Agriculture","Partial passability","Unknown","Unknown","Not assessed","Not yet evaluated","Yes","Unknown",,-1,0,"no",0,"Unknown","Unknown or none",0,0,0,"cutthroat trout","","Unknown","no","","no","no","Newe Sogobia (Eastern Shoshone), Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Salt","Willow Creek-Salt River","17","170401","17040105","1704010501","170401050105","Wyoming","Lincoln","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",4,84,2,2,2,26.836,14.312,12.524,0,26.836,100,14.312,100,0,0,17586.041,0.5002134,139.09482,15.12,15.12,7.839,7.282,1.031,14.089,0,15.12,7.839,41.956,22.151,6.517,5.806,0.71,0,6.517,5.806,100,3.169,3.169,0,0,3.169,3.169,3.169,9.686,8.976,1,1,2,25,14,55,3,44,0,1329.7994,"no",0,0,"https://aquaticbarriers.org/report/combined_barriers/WY92922","","","","","Not applicable (dam)","Not applicable (dam)","Not applicable (dam)","","Not applicable (dam)",-1,""
"Dam",42.792976,-110.92203,"","WY92924","YCT Barrier Database 2008","17040105br066",true,55001200109235,"Phillips Creek","1a","yes","no","","","","no",-1,2.295447,8.4334,0,"Unknown","Unknown","No","","Unknown","not identified as a priority by resource managers",0,0,0,"Unknown","Unknown","Tailings","Complete barrier","Unknown","Unknown","Not assessed","Not yet evaluated","Unknown","Unknown",,0.43876413,0,"no",0,"Unknown","Unknown or none",0,0,0,"cutthroat trout","USDA Forest Service (ownership boundary)","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Salt","Water Creek-Salt River","17","170401","17040105","1704010502","170401050205","Wyoming","Lincoln","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",3,100,0,0,0,8.949,0.048,8.901,0.048,8.901,99,0,0,0,0,7068.2905,0,6.867261,7.372,7.372,2.887,4.485,2.842,4.53,0,7.372,0.048,16.322,2.936,1.528,0.048,1.48,0.048,1.48,0,97,0.341,0,0.341,0,0.341,0.341,0,1.869,0.048,0,0,0,31,8,31,3,45,0,1324.2827,"no",0,0,"https://aquaticbarriers.org/report/combined_barriers/WY92924","","","","","Not applicable (dam)","Not applicable (dam)","Not applicable (dam)","","Not applicable (dam)",-1,""
"Dam",42.746292,-110.972984,"Water diversion","WY92925","YCT Barrier Database 2008","17040105br065",true,55001200061254,"Salt River","3a","yes","no","","","","no",1.6229645,353.6299,889.746,0,"Unknown","Unknown","No","","Unknown","not identified as a priority by resource managers",0,0,0,"Unknown","Unknown","Agriculture","Partial passability","Unknown","Unknown","Not assessed","Not yet evaluated","Yes","Unknown",,-1,0,"no",0,"Unknown","Unknown or none",0,0,0,"cutthroat trout","","Unknown","no","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Salt","Water Creek-Salt River","17","170401","17040105","1704010502","170401050205","Wyoming","Lincoln","WY00","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",6,84,3,3,0,471.544,193.28,278.265,8.328,463.216,98,184.952,96,270.157,57,231600.05,22.813137,3363.2952,149.146,149.146,84.949,64.197,3.74,145.406,13.107,149.146,84.949,620.69,278.229,38.967,38.967,0,0,38.967,38.967,100,20.272,20.272,0,0,20.272,20.272,20.272,59.239,59.239,0,5,2,325,336,560,3,41,0,1315.4965,"no",119.524,21.986,"https://aquaticbarriers.org/report/combined_barriers/WY92925","","","","","Not applicable (dam)","Not applicable (dam)","Not applicable (dam)","","Not applicable (dam)",-1,""
